,instruction,input,output
618,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",Is NUST Bank offering any financing product related to renewable/alternate energy solutions?,"NUST Bank has structured a new financing product under the name of 'NUST Ujala Finance' in light of SBP’s refinance scheme, under the ambit of SME. The Product Program has been developed to provide financing for installation of solar energy equipment as an alternate source of energy."
619,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",What are the charges applicable for NUST Hunarmand Finance?,Applicable as per PMYB & ALS.
620,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",Who can apply for NUST Personal Finance?,"1. Armed Forces Officers: Serving employees, Retired employees. 2. JCOs/Equivalent & Lower Cadres: Serving employees, Retired employees. 3. Allied Armed Forces (SPD & its allied concerns) and Civilians (in GHQ/NHQ & AHQ): Serving employees (Permanent & Contractual Employees). 4. Fauji Foundation Group: Permanent employees, Contractual employees. 5. Salaried Individuals: Permanent employees, Contractual employees. 6. GOP / Semi Government / Autonomous Bodies: Permanent employees, Contractual employees, Retired employees. 7. NUST Employees (governed under HR Policy)."
621,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",Is Zakat and WHT taxes applicable on Roshan Digital Account?,Zakat and WHT taxes on profit are not applicable on RDA account.
622,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",Are there any transaction limits in NUST Asaan Digital Remittance Account?,"Yes, the following transaction limits apply for NUST Asaan Digital Remittance Account: Maximum Credit Balance Limit is PKR 3,000,000, Cash Withdrawal Limit is PKR 500,000 per day, Fund Transfer Limit is PKR 500,000 per day, and Local Credit Limit is PKR 1,000,000 per day."
623,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",Please tell me about the free facilities being provided on Value Plus Current Account for Business upon maintaining minimum Monthly average Balance?,Issuance of Cheque Books. Duplicate Account Statement. Issuance of Debit Card (Subsequent Charges/Annual Fees would be as per prevailing SOC). Internet Banking facility. SMS Alerts on Digital Transaction. E-statement. Inter Branch Online Cash Deposit/Withdrawal (Online). Internal Fund Transfer within NUST via branch (Online Transfer). Banker’s Cheque Issuance.
624,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",Is there any minimum age to avail financing in NUST Flour Mill Finance?,"Age of borrower (in case of sole-proprietorship) must be minimum 20 years, however age not to exceed 65 years at the time of application. This age can be relaxed in case of effective succession planning for business operations. This criteria is not applicable, if business concern is a partnership or limited company."
625,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",What is the Account type of NUST Asaan Digital Account? is it Current or Saving?,NUST Asaan Digital account is a Current Account in PKR currency.
626,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",What is the NUST Sahar Accounts?,NUST Sahar Accounts are specially designed accounts to provide benefits and services for customers looking for flexible banking solutions in the form of savings and current accounts.
627,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",What is the principal repayment frequency in Ask Fauri Business Finance?,"AFBF-1: At Maturity, AFBF-2: Monthly / Quarterly, AFBF-3: Upon expiry / redemption, AFBF-4: Upon retirement."
628,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",What are the processing charges for NUST Rice Finance Application?,"Processing fee will be charged @ 0.15% of total limit(s) processed/approved or Rs. 25,000/- whichever is higher."
629,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",What are the benefits of NUST Bank Auto Finance?,"• Competitive Floating & Fixed Mark Up Rate. • Partial Payment option available to reduce monthly installment. • Attractive Insurance Rate at 1.75% per annum. • Quick Processing & Minimum Documentation. • Free Tracker & Its installation. • No hidden charges. • Free Accidental Life Insurance up to Rs.1,000,000."
630,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",What is the minimum monthly income criterion?,"GOP / Semi Govt. / Autonomous Bodies etc: Permanent, Rs. 35,000/- Contractual, Rs. 45,000/-; Approved Company: Permanent, Rs. 40,000/- Contractual, Rs. 60,000/-; Non-Approved(Salary account with NUST): Rs. 70,000/- Contractual, Rs. 80,000/-."
